id,value,category
5905,value_5905,cat_5
5906,value_5906,cat_6
5907,value_5907,cat_7
5908,value_5908,cat_8
5909,value_5909,cat_9
5910,value_5910,cat_0
5911,value_5911,cat_1
5912,value_5912,cat_2
5913,value_5913,cat_3
5914,value_5914,cat_4
5915,value_5915,cat_5
5916,value_5916,cat_6
5917,value_5917,cat_7
5918,value_5918,cat_8
5919,value_5919,cat_9
5920,value_5920,cat_0
5921,value_5921,cat_1
5922,value_5922,cat_2
5923,value_5923,cat_3
5924,value_5924,cat_4
5925,value_5925,cat_5
5926,value_5926,cat_6
5927,value_5927,cat_7
5928,value_5928,cat_8
5929,value_5929,cat_9
5930,value_5930,cat_0
5931,value_5931,cat_1
5932,value_5932,cat_2
5933,value_5933,cat_3
5934,value_5934,cat_4
5935,value_5935,cat_5
5936,value_5936,cat_6
5937,value_5937,cat_7
5938,value_5938,cat_8
5939,value_5939,cat_9
5940,value_5940,cat_0
5941,value_5941,cat_1
5942,value_5942,cat_2
5943,value_5943,cat_3
5944,value_5944,cat_4
5945,value_5945,cat_5
5946,value_5946,cat_6
5947,value_5947,cat_7
5948,value_5948,cat_8
5949,value_5949,cat_9
5950,value_5950,cat_0
5951,value_5951,cat_1
5952,value_5952,cat_2
5953,value_5953,cat_3
5954,value_5954,cat_4
5955,value_5955,cat_5
5956,value_5956,cat_6
5957,value_5957,cat_7
5958,value_5958,cat_8
5959,value_5959,cat_9
5960,value_5960,cat_0
5961,value_5961,cat_1
5962,value_5962,cat_2
5963,value_5963,cat_3
5964,value_5964,cat_4
5965,value_5965,cat_5
5966,value_5966,cat_6
5967,value_5967,cat_7
5968,value_5968,cat_8
5969,value_5969,cat_9
5970,value_5970,cat_0
5971,value_5971,cat_1
5972,value_5972,cat_2
5973,value_5973,cat_3
5974,value_5974,cat_4
5975,value_5975,cat_5
5976,value_5976,cat_6
5977,value_5977,cat_7
5978,value_5978,cat_8
5979,value_5979,cat_9
5980,value_5980,cat_0
5981,value_5981,cat_1
5982,value_5982,cat_2
5983,value_5983,cat_3
5984,value_5984,cat_4
5985,value_5985,cat_5
5986,value_5986,cat_6
5987,value_5987,cat_7
5988,value_5988,cat_8
5989,value_5989,cat_9
5990,value_5990,cat_0
5991,value_5991,cat_1
5992,value_5992,cat_2
5993,value_5993,cat_3
5994,value_5994,cat_4
5995,value_5995,cat_5
5996,value_5996,cat_6
5997,value_5997,cat_7
5998,value_5998,cat_8
5999,value_5999,cat_9
6000,value_6000,cat_0
6001,value_6001,cat_1
6002,value_6002,cat_2
6003,value_6003,cat_3
6004,value_6004,cat_4
6005,value_6005,cat_5
6006,value_6006,cat_6
6007,value_6007,cat_7
6008,value_6008,cat_8
6009,value_6009,cat_9
6010,value_6010,cat_0
6011,value_6011,cat_1
6012,value_6012,cat_2
6013,value_6013,cat_3
6014,value_6014,cat_4
6015,value_6015,cat_5
6016,value_6016,cat_6
6017,value_6017,cat_7
6018,value_6018,cat_8
6019,value_6019,cat_9
6020,value_6020,cat_0
6021,value_6021,cat_1
6022,value_6022,cat_2
6023,value_6023,cat_3
6024,value_6024,cat_4
6025,value_6025,cat_5
6026,value_6026,cat_6
6027,value_6027,cat_7
6028,value_6028,cat_8
6029,value_6029,cat_9
6030,value_6030,cat_0
6031,value_6031,cat_1
6032,value_6032,cat_2
6033,value_6033,cat_3
6034,value_6034,cat_4
6035,value_6035,cat_5
6036,value_6036,cat_6
6037,value_6037,cat_7
6038,value_6038,cat_8
6039,value_6039,cat_9
6040,value_6040,cat_0
6041,value_6041,cat_1
6042,value_6042,cat_2
6043,value_6043,cat_3
6044,value_6044,cat_4
6045,value_6045,cat_5
6046,value_6046,cat_6
6047,value_6047,cat_7
6048,value_6048,cat_8
6049,value_6049,cat_9
6050,value_6050,cat_0
6051,value_6051,cat_1
6052,value_6052,cat_2
6053,value_6053,cat_3
6054,value_6054,cat_4
6055,value_6055,cat_5
6056,value_6056,cat_6
6057,value_6057,cat_7
6058,value_6058,cat_8
6059,value_6059,cat_9
6060,value_6060,cat_0
6061,value_6061,cat_1
6062,value_6062,cat_2
6063,value_6063,cat_3
6064,value_6064,cat_4
6065,value_6065,cat_5
6066,value_6066,cat_6
6067,value_6067,cat_7
6068,value_6068,cat_8
6069,value_6069,cat_9
6070,value_6070,cat_0
6071,value_6071,cat_1
6072,value_6072,cat_2
6073,value_6073,cat_3
6074,value_6074,cat_4
6075,value_6075,cat_5
6076,value_6076,cat_6
6077,value_6077,cat_7
6078,value_6078,cat_8
6079,value_6079,cat_9
6080,value_6080,cat_0
6081,value_6081,cat_1
6082,value_6082,cat_2
6083,value_6083,cat_3
6084,value_6084,cat_4
6085,value_6085,cat_5
6086,value_6086,cat_6
6087,value_6087,cat_7
6088,value_6088,cat_8
6089,value_6089,cat_9
6090,value_6090,cat_0
6091,value_6091,cat_1
6092,value_6092,cat_2
6093,value_6093,cat_3
6094,value_6094,cat_4
6095,value_6095,cat_5
6096,value_6096,cat_6
6097,value_6097,cat_7
6098,value_6098,cat_8
6099,value_6099,cat_9
6100,value_6100,cat_0
6101,value_6101,cat_1
6102,value_6102,cat_2
6103,value_6103,cat_3
6104,value_6104,cat_4
6105,value_6105,cat_5
6106,value_6106,cat_6
6107,value_6107,cat_7
6108,value_6108,cat_8
6109,value_6109,cat_9
6110,value_6110,cat_0
6111,value_6111,cat_1
6112,value_6112,cat_2
6113,value_6113,cat_3
6114,value_6114,cat_4
6115,value_6115,cat_5
6116,value_6116,cat_6
6117,value_6117,cat_7
6118,value_6118,cat_8
6119,value_6119,cat_9
6120,value_6120,cat_0
6121,value_6121,cat_1
6122,value_6122,cat_2
6123,value_6123,cat_3
6124,value_6124,cat_4
6125,value_6125,cat_5
6126,value_6126,cat_6
6127,value_6127,cat_7
6128,value_6128,cat_8
6129,value_6129,cat_9
6130,value_6130,cat_0
6131,value_6131,cat_1
6132,value_6132,cat_2
6133,value_6133,cat_3
6134,value_6134,cat_4
6135,value_6135,cat_5
6136,value_6136,cat_6
6137,value_6137,cat_7
6138,value_6138,cat_8
6139,value_6139,cat_9
6140,value_6140,cat_0
6141,value_6141,cat_1
6142,value_6142,cat_2
6143,value_6143,cat_3
6144,value_6144,cat_4
6145,value_6145,cat_5
6146,value_6146,cat_6
6147,value_6147,cat_7
6148,value_6148,cat_8
6149,value_6149,cat_9
6150,value_6150,cat_0
6151,value_6151,cat_1
6152,value_6152,cat_2
6153,value_6153,cat_3
6154,value_6154,cat_4
6155,value_6155,cat_5
6156,value_6156,cat_6
6157,value_6157,cat_7
6158,value_6158,cat_8
6159,value_6159,cat_9
6160,value_6160,cat_0
6161,value_6161,cat_1
6162,value_6162,cat_2
6163,value_6163,cat_3
6164,value_6164,cat_4
6165,value_6165,cat_5
6166,value_6166,cat_6
6167,value_6167,cat_7
6168,value_6168,cat_8
6169,value_6169,cat_9
6170,value_6170,cat_0
6171,value_6171,cat_1
6172,value_6172,cat_2
6173,value_6173,cat_3
6174,value_6174,cat_4
6175,value_6175,cat_5
6176,value_6176,cat_6
6177,value_6177,cat_7
6178,value_6178,cat_8
6179,value_6179,cat_9
6180,value_6180,cat_0
6181,value_6181,cat_1
6182,value_6182,cat_2
6183,value_6183,cat_3
6184,value_6184,cat_4
6185,value_6185,cat_5
6186,value_6186,cat_6
6187,value_6187,cat_7
6188,value_6188,cat_8
6189,value_6189,cat_9
6190,value_6190,cat_0
6191,value_6191,cat_1
6192,value_6192,cat_2
6193,value_6193,cat_3
6194,value_6194,cat_4
6195,value_6195,cat_5
6196,value_6196,cat_6
6197,value_6197,cat_7
6198,value_6198,cat_8
6199,value_6199,cat_9
6200,value_6200,cat_0
6201,value_6201,cat_1
6202,value_6202,cat_2
6203,value_6203,cat_3
6204,value_6204,cat_4
6205,value_6205,cat_5
6206,value_6206,cat_6
6207,value_6207,cat_7
6208,value_6208,cat_8
6209,value_6209,cat_9
6210,value_6210,cat_0
6211,value_6211,cat_1
6212,value_6212,cat_2
6213,value_6213,cat_3
6214,value_6214,cat_4
6215,value_6215,cat_5
6216,value_6216,cat_6
6217,value_6217,cat_7
6218,value_6218,cat_8
6219,value_6219,cat_9
6220,value_6220,cat_0
6221,value_6221,cat_1
6222,value_6222,cat_2
6223,value_6223,cat_3
6224,value_6224,cat_4
6225,value_6225,cat_5
6226,value_6226,cat_6
6227,value_6227,cat_7
6228,value_6228,cat_8
6229,value_6229,cat_9
6230,value_6230,cat_0
6231,value_6231,cat_1
6232,value_6232,cat_2
6233,value_6233,cat_3
6234,value_6234,cat_4
6235,value_6235,cat_5
6236,value_6236,cat_6
6237,value_6237,cat_7
6238,value_6238,cat_8
6239,value_6239,cat_9
6240,value_6240,cat_0
6241,value_6241,cat_1
6242,value_6242,cat_2
6243,value_6243,cat_3
6244,value_6244,cat_4
6245,value_6245,cat_5
6246,value_6246,cat_6
6247,value_6247,cat_7
6248,value_6248,cat_8
6249,value_6249,cat_9
6250,value_6250,cat_0
6251,value_6251,cat_1
6252,value_6252,cat_2
6253,value_6253,cat_3
6254,value_6254,cat_4
6255,value_6255,cat_5
6256,value_6256,cat_6
6257,value_6257,cat_7
6258,value_6258,cat_8
6259,value_6259,cat_9
6260,value_6260,cat_0
6261,value_6261,cat_1
6262,value_6262,cat_2
6263,value_6263,cat_3
6264,value_6264,cat_4
6265,value_6265,cat_5
6266,value_6266,cat_6
6267,value_6267,cat_7
6268,value_6268,cat_8
6269,value_6269,cat_9
6270,value_6270,cat_0
6271,value_6271,cat_1
6272,value_6272,cat_2
6273,value_6273,cat_3
6274,value_6274,cat_4
6275,value_6275,cat_5
6276,value_6276,cat_6
6277,value_6277,cat_7
6278,value_6278,cat_8
6279,value_6279,cat_9
6280,value_6280,cat_0
6281,value_6281,cat_1
6282,value_6282,cat_2
6283,value_6283,cat_3
6284,value_6284,cat_4
6285,value_6285,cat_5
6286,value_6286,cat_6
6287,value_6287,cat_7
6288,value_6288,cat_8
6289,value_6289,cat_9
6290,value_6290,cat_0
6291,value_6291,cat_1
6292,value_6292,cat_2
6293,value_6293,cat_3
6294,value_6294,cat_4
6295,value_6295,cat_5
6296,value_6296,cat_6
6297,value_6297,cat_7
6298,value_6298,cat_8
6299,value_6299,cat_9
6300,value_6300,cat_0
6301,value_6301,cat_1
6302,value_6302,cat_2
6303,value_6303,cat_3
6304,value_6304,cat_4
6305,value_6305,cat_5
6306,value_6306,cat_6
6307,value_6307,cat_7
6308,value_6308,cat_8
6309,value_6309,cat_9
6310,value_6310,cat_0
6311,value_6311,cat_1
6312,value_6312,cat_2
6313,value_6313,cat_3
6314,value_6314,cat_4
6315,value_6315,cat_5
6316,value_6316,cat_6
6317,value_6317,cat_7
6318,value_6318,cat_8
6319,value_6319,cat_9
6320,value_6320,cat_0
6321,value_6321,cat_1
6322,value_6322,cat_2
6323,value_6323,cat_3
6324,value_6324,cat_4
6325,value_6325,cat_5
6326,value_6326,cat_6
6327,value_6327,cat_7
6328,value_6328,cat_8
6329,value_6329,cat_9
6330,value_6330,cat_0
6331,value_6331,cat_1
6332,value_6332,cat_2
6333,value_6333,cat_3
6334,value_6334,cat_4
6335,value_6335,cat_5
6336,value_6336,cat_6
6337,value_6337,cat_7
6338,value_6338,cat_8
6339,value_6339,cat_9
6340,value_6340,cat_0
6341,value_6341,cat_1
6342,value_6342,cat_2
6343,value_6343,cat_3
6344,value_6344,cat_4
6345,value_6345,cat_5
6346,value_6346,cat_6
6347,value_6347,cat_7
6348,value_6348,cat_8
6349,value_6349,cat_9
6350,value_6350,cat_0
6351,value_6351,cat_1
6352,value_6352,cat_2
6353,value_6353,cat_3
6354,value_6354,cat_4
6355,value_6355,cat_5
6356,value_6356,cat_6
6357,value_6357,cat_7
6358,value_6358,cat_8
6359,value_6359,cat_9
6360,value_6360,cat_0
6361,value_6361,cat_1
6362,value_6362,cat_2
6363,value_6363,cat_3
6364,value_6364,cat_4
6365,value_6365,cat_5
6366,value_6366,cat_6
6367,value_6367,cat_7
6368,value_6368,cat_8
6369,value_6369,cat_9
6370,value_6370,cat_0
6371,value_6371,cat_1
6372,value_6372,cat_2
6373,value_6373,cat_3
6374,value_6374,cat_4
6375,value_6375,cat_5
6376,value_6376,cat_6
6377,value_6377,cat_7
6378,value_6378,cat_8
6379,value_6379,cat_9
6380,value_6380,cat_0
6381,value_6381,cat_1
6382,value_6382,cat_2
6383,value_6383,cat_3
6384,value_6384,cat_4
6385,value_6385,cat_5
6386,value_6386,cat_6
6387,value_6387,cat_7
6388,value_6388,cat_8
6389,value_6389,cat_9
6390,value_6390,cat_0
6391,value_6391,cat_1
6392,value_6392,cat_2
6393,value_6393,cat_3
6394,value_6394,cat_4
6395,value_6395,cat_5
6396,value_6396,cat_6
6397,value_6397,cat_7
6398,value_6398,cat_8
6399,value_6399,cat_9
6400,value_6400,cat_0
6401,value_6401,cat_1
6402,value_6402,cat_2
6403,value_6403,cat_3
6404,value_6404,cat_4
6405,value_6405,cat_5
6406,value_6406,cat_6
6407,value_6407,cat_7
6408,value_6408,cat_8
6409,value_6409,cat_9
6410,value_6410,cat_0
6411,value_6411,cat_1
6412,value_6412,cat_2
6413,value_6413,cat_3
6414,value_6414,cat_4
6415,value_6415,cat_5
6416,value_6416,cat_6
6417,value_6417,cat_7
6418,value_6418,cat_8
6419,value_6419,cat_9
6420,value_6420,cat_0
6421,value_6421,cat_1
6422,value_6422,cat_2
6423,value_6423,cat_3
6424,value_6424,cat_4
6425,value_6425,cat_5
6426,value_6426,cat_6
6427,value_6427,cat_7
6428,value_6428,cat_8
6429,value_6429,cat_9
6430,value_6430,cat_0
6431,value_6431,cat_1
6432,value_6432,cat_2
6433,value_6433,cat_3
6434,value_6434,cat_4
6435,value_6435,cat_5
6436,value_6436,cat_6
6437,value_6437,cat_7
6438,value_6438,cat_8
6439,value_6439,cat_9
6440,value_6440,cat_0
6441,value_6441,cat_1
6442,value_6442,cat_2
6443,value_6443,cat_3
6444,value_6444,cat_4
6445,value_6445,cat_5
6446,value_6446,cat_6
6447,value_6447,cat_7
6448,value_6448,cat_8
6449,value_6449,cat_9
6450,value_6450,cat_0
6451,value_6451,cat_1
6452,value_6452,cat_2
6453,value_6453,cat_3
6454,value_6454,cat_4
6455,value_6455,cat_5
6456,value_6456,cat_6
6457,value_6457,cat_7
6458,value_6458,cat_8
6459,value_6459,cat_9
6460,value_6460,cat_0
6461,value_6461,cat_1
6462,value_6462,cat_2
6463,value_6463,cat_3
6464,value_6464,cat_4
6465,value_6465,cat_5
6466,value_6466,cat_6
6467,value_6467,cat_7
6468,value_6468,cat_8
6469,value_6469,cat_9
6470,value_6470,cat_0
6471,value_6471,cat_1
6472,value_6472,cat_2
6473,value_6473,cat_3
6474,value_6474,cat_4
6475,value_6475,cat_5
6476,value_6476,cat_6
6477,value_6477,cat_7
6478,value_6478,cat_8
6479,value_6479,cat_9
6480,value_6480,cat_0
6481,value_6481,cat_1
6482,value_6482,cat_2
6483,value_6483,cat_3
6484,value_6484,cat_4
6485,value_6485,cat_5
6486,value_6486,cat_6
6487,value_6487,cat_7
6488,value_6488,cat_8
6489,value_6489,cat_9
6490,value_6490,cat_0
6491,value_6491,cat_1
6492,value_6492,cat_2
6493,value_6493,cat_3
6494,value_6494,cat_4
6495,value_6495,cat_5
6496,value_6496,cat_6
6497,value_6497,cat_7
6498,value_6498,cat_8
6499,value_6499,cat_9
6500,value_6500,cat_0
6501,value_6501,cat_1
6502,value_6502,cat_2
6503,value_6503,cat_3
6504,value_6504,cat_4
6505,value_6505,cat_5
6506,value_6506,cat_6
6507,value_6507,cat_7
6508,value_6508,cat_8
6509,value_6509,cat_9
6510,value_6510,cat_0
6511,value_6511,cat_1
6512,value_6512,cat_2
6513,value_6513,cat_3
6514,value_6514,cat_4
6515,value_6515,cat_5
6516,value_6516,cat_6
6517,value_6517,cat_7
6518,value_6518,cat_8
6519,value_6519,cat_9
6520,value_6520,cat_0
6521,value_6521,cat_1
6522,value_6522,cat_2
6523,value_6523,cat_3
6524,value_6524,cat_4
6525,value_6525,cat_5
6526,value_6526,cat_6
6527,value_6527,cat_7
6528,value_6528,cat_8
6529,value_6529,cat_9
6530,value_6530,cat_0
6531,value_6531,cat_1
6532,value_6532,cat_2
6533,value_6533,cat_3
6534,value_6534,cat_4
6535,value_6535,cat_5
6536,value_6536,cat_6
6537,value_6537,cat_7
6538,value_6538,cat_8
6539,value_6539,cat_9
6540,value_6540,cat_0
6541,value_6541,cat_1
6542,value_6542,cat_2
6543,value_6543,cat_3
6544,value_6544,cat_4
6545,value_6545,cat_5
6546,value_6546,cat_6
6547,value_6547,cat_7
6548,value_6548,cat_8
6549,value_6549,cat_9
6550,value_6550,cat_0
6551,value_6551,cat_1
6552,value_6552,cat_2
6553,value_6553,cat_3
6554,value_6554,cat_4
6555,value_6555,cat_5
6556,value_6556,cat_6
6557,value_6557,cat_7
6558,value_6558,cat_8
6559,value_6559,cat_9
6560,value_6560,cat_0
6561,value_6561,cat_1
6562,value_6562,cat_2
6563,value_6563,cat_3
6564,value_6564,cat_4
6565,value_6565,cat_5
6566,value_6566,cat_6
6567,value_6567,cat_7
6568,value_6568,cat_8
6569,value_6569,cat_9
6570,value_6570,cat_0
6571,value_6571,cat_1
6572,value_6572,cat_2
6573,value_6573,cat_3
6574,value_6574,cat_4
6575,value_6575,cat_5
6576,value_6576,cat_6
6577,value_6577,cat_7
6578,value_6578,cat_8
6579,value_6579,cat_9
6580,value_6580,cat_0
6581,value_6581,cat_1
6582,value_6582,cat_2
6583,value_6583,cat_3
6584,value_6584,cat_4
6585,value_6585,cat_5
6586,value_6586,cat_6
6587,value_6587,cat_7
6588,value_6588,cat_8
6589,value_6589,cat_9
6590,value_6590,cat_0
6591,value_6591,cat_1
6592,value_6592,cat_2
6593,value_6593,cat_3
6594,value_6594,cat_4
6595,value_6595,cat_5
6596,value_6596,cat_6
6597,value_6597,cat_7
6598,value_6598,cat_8
6599,value_6599,cat_9
6600,value_6600,cat_0
6601,value_6601,cat_1
6602,value_6602,cat_2
6603,value_6603,cat_3
6604,value_6604,cat_4
6605,value_6605,cat_5
6606,value_6606,cat_6
6607,value_6607,cat_7
6608,value_6608,cat_8
6609,value_6609,cat_9
6610,value_6610,cat_0
6611,value_6611,cat_1
6612,value_6612,cat_2
6613,value_6613,cat_3
6614,value_6614,cat_4
6615,value_6615,cat_5
6616,value_6616,cat_6
6617,value_6617,cat_7
6618,value_6618,cat_8
6619,value_6619,cat_9
6620,value_6620,cat_0
6621,value_6621,cat_1
6622,value_6622,cat_2
6623,value_6623,cat_3
6624,value_6624,cat_4
6625,value_6625,cat_5
6626,value_6626,cat_6
6627,value_6627,cat_7
6628,value_6628,cat_8
6629,value_6629,cat_9
6630,value_6630,cat_0
6631,value_6631,cat_1
6632,value_6632,cat_2
6633,value_6633,cat_3
6634,value_6634,cat_4
6635,value_6635,cat_5
6636,value_6636,cat_6
6637,value_6637,cat_7
6638,value_6638,cat_8
6639,value_6639,cat_9
6640,value_6640,cat_0
6641,value_6641,cat_1
6642,value_6642,cat_2
6643,value_6643,cat_3
6644,value_6644,cat_4
6645,value_6645,cat_5
6646,value_6646,cat_6
6647,value_6647,cat_7
6648,value_6648,cat_8
6649,value_6649,cat_9
6650,value_6650,cat_0
6651,value_6651,cat_1
6652,value_6652,cat_2
6653,value_6653,cat_3
6654,value_6654,cat_4
6655,value_6655,cat_5
6656,value_6656,cat_6
6657,value_6657,cat_7
6658,value_6658,cat_8
6659,value_6659,cat_9
6660,value_6660,cat_0
6661,value_6661,cat_1
6662,value_6662,cat_2
6663,value_6663,cat_3
6664,value_6664,cat_4
6665,value_6665,cat_5
6666,value_6666,cat_6
6667,value_6667,cat_7
6668,value_6668,cat_8
6669,value_6669,cat_9
6670,value_6670,cat_0
6671,value_6671,cat_1
6672,value_6672,cat_2
6673,value_6673,cat_3
6674,value_6674,cat_4
6675,value_6675,cat_5
6676,value_6676,cat_6
6677,value_6677,cat_7
6678,value_6678,cat_8
6679,value_6679,cat_9
6680,value_6680,cat_0
6681,value_6681,cat_1
6682,value_6682,cat_2
6683,value_6683,cat_3
6684,value_6684,cat_4
6685,value_6685,cat_5
6686,value_6686,cat_6
6687,value_6687,cat_7
6688,value_6688,cat_8
6689,value_6689,cat_9
6690,value_6690,cat_0
6691,value_6691,cat_1
6692,value_6692,cat_2
6693,value_6693,cat_3
6694,value_6694,cat_4
6695,value_6695,cat_5
6696,value_6696,cat_6
6697,value_6697,cat_7
6698,value_6698,cat_8
6699,value_6699,cat_9
6700,value_6700,cat_0
6701,value_6701,cat_1
6702,value_6702,cat_2
6703,value_6703,cat_3
6704,value_6704,cat_4
6705,value_6705,cat_5
6706,value_6706,cat_6
6707,value_6707,cat_7
6708,value_6708,cat_8
6709,value_6709,cat_9
6710,value_6710,cat_0
6711,value_6711,cat_1
6712,value_6712,cat_2
6713,value_6713,cat_3
6714,value_6714,cat_4
6715,value_6715,cat_5
6716,value_6716,cat_6
6717,value_6717,cat_7
6718,value_6718,cat_8
6719,value_6719,cat_9
6720,value_6720,cat_0
6721,value_6721,cat_1
6722,value_6722,cat_2
6723,value_6723,cat_3
6724,value_6724,cat_4
6725,value_6725,cat_5
6726,value_6726,cat_6
6727,value_6727,cat_7
6728,value_6728,cat_8
6729,value_6729,cat_9
6730,value_6730,cat_0
6731,value_6731,cat_1
6732,value_6732,cat_2
6733,value_6733,cat_3
6734,value_6734,cat_4
6735,value_6735,cat_5
6736,value_6736,cat_6
6737,value_6737,cat_7
6738,value_6738,cat_8
6739,value_6739,cat_9
6740,value_6740,cat_0
6741,value_6741,cat_1
6742,value_6742,cat_2
6743,value_6743,cat_3
6744,value_6744,cat_4
6745,value_6745,cat_5
6746,value_6746,cat_6
6747,value_6747,cat_7
6748,value_6748,cat_8
6749,value_6749,cat_9
6750,value_6750,cat_0
6751,value_6751,cat_1
6752,value_6752,cat_2
6753,value_6753,cat_3
6754,value_6754,cat_4
6755,value_6755,cat_5
6756,value_6756,cat_6
6757,value_6757,cat_7
6758,value_6758,cat_8
6759,value_6759,cat_9
6760,value_6760,cat_0
6761,value_6761,cat_1
6762,value_6762,cat_2
6763,value_6763,cat_3
6764,value_6764,cat_4
6765,value_6765,cat_5
6766,value_6766,cat_6
6767,value_6767,cat_7
6768,value_6768,cat_8
6769,value_6769,cat_9
6770,value_6770,cat_0
6771,value_6771,cat_1
6772,value_6772,cat_2
6773,value_6773,cat_3
6774,value_6774,cat_4
6775,value_6775,cat_5
6776,value_6776,cat_6
6777,value_6777,cat_7
6778,value_6778,cat_8
6779,value_6779,cat_9
6780,value_6780,cat_0
6781,value_6781,cat_1
6782,value_6782,cat_2
6783,value_6783,cat_3
6784,value_6784,cat_4
6785,value_6785,cat_5
6786,value_6786,cat_6
6787,value_6787,cat_7
6788,value_6788,cat_8
6789,value_6789,cat_9
6790,value_6790,cat_0
6791,value_6791,cat_1
6792,value_6792,cat_2
6793,value_6793,cat_3
6794,value_6794,cat_4
6795,value_6795,cat_5
6796,value_6796,cat_6
6797,value_6797,cat_7
6798,value_6798,cat_8
6799,value_6799,cat_9
6800,value_6800,cat_0
6801,value_6801,cat_1
6802,value_6802,cat_2
6803,value_6803,cat_3
6804,value_6804,cat_4
6805,value_6805,cat_5
6806,value_6806,cat_6
6807,value_6807,cat_7
6808,value_6808,cat_8
6809,value_6809,cat_9
6810,value_6810,cat_0
6811,value_6811,cat_1
6812,value_6812,cat_2
6813,value_6813,cat_3
6814,value_6814,cat_4
6815,value_6815,cat_5
6816,value_6816,cat_6
6817,value_6817,cat_7
6818,value_6818,cat_8
6819,value_6819,cat_9
6820,value_6820,cat_0
6821,value_6821,cat_1
6822,value_6822,cat_2
6823,value_6823,cat_3
6824,value_6824,cat_4
6825,value_6825,cat_5
6826,value_6826,cat_6
6827,value_6827,cat_7
6828,value_6828,cat_8
6829,value_6829,cat_9
6830,value_6830,cat_0
6831,value_6831,cat_1
6832,value_6832,cat_2
6833,value_6833,cat_3
6834,value_6834,cat_4
6835,value_6835,cat_5
6836,value_6836,cat_6
6837,value_6837,cat_7
6838,value_6838,cat_8
6839,value_6839,cat_9
6840,value_6840,cat_0
6841,value_6841,cat_1
6842,value_6842,cat_2
6843,value_6843,cat_3
6844,value_6844,cat_4
6845,value_6845,cat_5
6846,value_6846,cat_6
6847,value_6847,cat_7
6848,value_6848,cat_8
6849,value_6849,cat_9
6850,value_6850,cat_0
6851,value_6851,cat_1
6852,value_6852,cat_2
6853,value_6853,cat_3
6854,value_6854,cat_4
6855,value_6855,cat_5
6856,value_6856,cat_6
6857,value_6857,cat_7
6858,value_6858,cat_8
6859,value_6859,cat_9
6860,value_6860,cat_0
6861,value_6861,cat_1
6862,value_6862,cat_2
6863,value_6863,cat_3
6864,value_6864,cat_4
6865,value_6865,cat_5
6866,value_6866,cat_6
6867,value_6867,cat_7
6868,value_6868,cat_8
6869,value_6869,cat_9
6870,value_6870,cat_0
6871,value_6871,cat_1
6872,value_6872,cat_2
6873,value_6873,cat_3
6874,value_6874,cat_4
